조합 이름,편의점,주요 상품,보조 상품(들),키워드 / 상황,카테고리,원문 URL (출처)
세상이 무너지는 멘붕 세트,공통,아무거나 보이는 것,되는대로 집히는 것들,"멘붕, 혼돈, 절망, 슬픔, 분노, 좌절, 허탈, 자포자기, 망연자실",괴식/기타,[AI 증강]
악마의 유혹 세트,GS25,마라볶음면,"매운 치즈, 악마빙수","스트레스 폭발, 매운맛 극한 도전, 단짠 조화, 야식, 잠 안 올 때, 칼로리 폭탄, 다이어트 포기",라면/분식 조합,[AI 증강]
혼술 감성 폭발 세트,세븐일레븐,모듬 튀김,"수입 맥주 (4캔), 나무젓가락, 넷플릭스","혼술, 퇴근 후, 드라마 정주행, 주말, 위로, 고독, 맥주 친구, 영화 감상",술안주/야식,[AI 증강]
숙취 해소 끝판왕,CU,해장 라면 (신라면 블랙),"헛개수, 계란 (반숙), 김치","숙취, 다음날 아침, 속 쓰림, 얼큰함, 국물, 땀, 괴로움, 회식 다음 날",라면/분식 조합,[AI 증강]
공부하다 지칠 때 당충전,공통,에너지 드링크,"초콜릿, 견과류, 커피","시험 기간, 밤샘 공부, 졸음, 집중력 향상, 카페인, 각성, 뇌 활성화, 당 떨어질 때",간식/음료 조합,[AI 증강]
캠핑 파이어 세트,GS25,숯불 닭꼬치,"마시멜로우, 맥주, 장작","캠핑, 불멍, 밤, 추억, 친구, 여행, 바베큐, 자연",술안주/야식,[AI 증강]
월급날 FLEX 세트,세븐일레븐,프리미엄 아이스크림 (벤앤제리스),"수제 맥주, 고급 안주, 영화 티켓","월급날, 행복, 보상, 스트레스 해소, 사치, 맛있는 음식, 힐링, 나를 위한 선물",간식/음료 조합,[AI 증강]
비 오는 날의 낭만,CU,해물파전,"막걸리, 김치전, 우산","비, 낭만, 운치, 파전, 막걸리, 센치함, 집, 창밖, 빗소리",술안주/야식,[AI 증강]
환상의 단짠 괴식,공통,짜장라면,"딸기잼, 스트링 치즈, 전자레인지","궁금증 유발, 괴식, 호기심, 실험 정신, 도전, 엽기, 예상 불가, 의외의 조합",라면/분식 조합,[AI 증강]
다이어트 망했어요,GS25,로제 떡볶이,"치즈볼, 핫도그, 콜라","유혹, 폭식, 죄책감, 행복, 멈출 수 없어, 맛있으면 0칼로리, 다이어트는 내일부터, 식욕 폭발",라면/분식 조합,[AI 증강]
크리스마스 홈파티,세븐일레븐,미니 케이크,"와인, 치즈, 샴페인","크리스마스, 연말, 파티, 친구, 가족, 행복, 따뜻함, 분위기, 캐롤",술안주/야식,[AI 증강]
혼자 떠나는 겨울 여행,CU,컵라면 (사리곰탕),"따뜻한 우유, 김밥, 핫팩","겨울, 여행, 혼자, 고독, 힐링, 추위, 따뜻함, 감성, 기차",라면/분식 조합,[AI 증강]
퇴근 후 맥주 한 잔,공통,육포,"맥주, 견과류, 김","퇴근, 지침, 휴식, 맥주, 위로, 소소한 행복, 혼술, 하루 마무리",술안주/야식,[AI 증강]
달콤 살벌한 조합,GS25,불닭볶음면,"아이스크림 (바닐라), 삼각김밥, 쿨피스","매운맛 중화, 단짠, 스트레스 해소, 야식, 도전, 엽기, 땀, 맛있게 매운",라면/분식 조합,[AI 증강]
피크닉 도시락,세븐일레븐,유부초밥,"탄산수, 과일, 돗자리","피크닉, 봄, 나들이, 햇살, 공원, 데이트, 소풍, 행복",간식/음료 조합,[AI 증강]
비오는 날의 라면 데이트,CU,라면 (진라면 매운맛),"김치, 계란, 우산","비, 따뜻함, 라면, 데이트, 낭만, 집, 창밖, 빗소리",라면/분식 조합,[AI 증강]
출근길 에너지 충전,공통,샌드위치,"커피, 바나나, 물","출근, 아침, 피곤, 에너지, 활력, 바쁨, 간단, 건강",간식/음료 조합,[AI 증강]
밤샘 작업 동반자,GS25,커피 (대용량),"에너지바, 초콜릿, 물","밤샘, 야근, 과제, 피곤, 졸림, 집중, 카페인, 각성",간식/음료 조합,[AI 증강]
영화관 부럽지 않은 혼영 세트,세븐일레븐,팝콘,"콜라, 나쵸, 핫도그","혼영, 주말, 영화, 간식, 편안함, 집, 넷플릭스, 힐링",간식/음료 조합,[AI 증강]
눈 오는 날의 따뜻함,CU,호빵,"따뜻한 우유, 귤, 핫팩","눈, 겨울, 따뜻함, 행복, 추억, 집, 창밖, 감성",간식/음료 조합,[AI 증강]
매운맛 도전,공통,핵불닭볶음면,"쿨피스, 우유, 단무지","매운맛, 도전, 스트레스 해소, 땀, 엽기, 극한, 극복, 성취감",라면/분식 조합,[AI 증강]
나만의 작은 사치,GS25,수입 과자,"탄산수, 치즈, 와인","사치, 행복, 힐링, 스트레스 해소, 맛, 특별, 만족, 나를 위한 선물",간식/음료 조합,[AI 증강]
혼자만의 디저트 파티,세븐일레븐,조각 케이크,"아메리카노, 마카롱, 초콜릿","혼자, 디저트, 행복, 위로, 달콤, 여유, 휴식, 힐링",간식/음료 조합,[AI 증강]
아침을 깨우는 상큼함,CU,과일 주스,"요거트, 빵, 견과류","아침, 상큼, 활력, 에너지, 건강, 깨움, 가벼움, 시작",간식/음료 조합,[AI 증강]
우울한 날의 달콤함,공통,초콜릿 아이스크림,"따뜻한 우유, 쿠키, 사탕","우울, 위로, 달콤, 행복, 눈물, 마음, 토닥토닥, 극복",간식/음료 조합,[AI 증강]
매콤달콤 환상 조합,GS25,떡볶이,"쿨피스, 김말이, 튀김","매콤, 달콤, 스트레스 해소, 야식, 분식, 친구, 수다, 즐거움",라면/분식 조합,[AI 증강]
고급진 혼술 타임,세븐일레븐,수제 맥주,"치즈, 올리브, 크래커","혼술, 고급, 분위기, 여유, 휴식, 힐링, 나를 위한 선물, 만족",술안주/야식,[AI 증강]
가볍게 즐기는 건강 간식,CU,샐러드,"닭가슴살, 견과류, 드레싱","건강, 다이어트, 가벼움, 상큼, 활력, 유지, 관리, 예쁨",간식/음료 조합,[AI 증강]
여행의 시작과 끝,공통,삼각김밥,"생수, 커피, 과자","여행, 설렘, 시작, 끝, 간편, 이동, 추억, 행복",간식/음료 조합,[AI 증강]
나른한 오후의 달콤함,GS25,커피,"도넛, 케이크, 마카롱","오후, 나른, 달콤, 행복, 휴식, 여유, 힐링, 충전",간식/음료 조합,[AI 증강]
시험 끝난 해방감,세븐일레븐,아이스크림,"탄산음료, 과자, 친구","시험, 해방, 자유, 행복, 스트레스 해소, 즐거움, 보상, 끝",간식/음료 조합,[AI 증강]
비오는 날 힐링,CU,컵라면,"김치, 계란, 핫초코","비, 따뜻, 힐링, 혼자, 감성, 창밖, 여유, 빗소리",라면/분식 조합,[AI 증강]
불금의 시작,공통,맥주,"나쵸, 치즈스틱, 팝콘","불금, 신남, 친구, 파티, 맥주, 에너지, 자유, 주말",술안주/야식,[AI 증강]
뜻밖의 조화,GS25,바닐라 아이스크림,"불닭 소스, 김, 견과류","괴식, 신기, 궁금, 도전, 묘함, 단짠, 의외, 신세계",간식/음료 조합,[AI 증강]
우울한 날의 위로,세븐일레븐,초코케이크,"핫초코, 마시멜로우, 따뜻한 우유","우울, 슬픔, 눈물, 위로, 달콤함, 기대, 토닥, 괜찮아",간식/음료 조합,[AI 증강]
바쁜 아침 간단 충전,CU,에너지바,"탄산수, 견과류, 바나나","출근, 바쁨, 아침, 에너지, 건강, 활력, 간단, 채움",간식/음료 조합,[AI 증강]
나만의 작은 영화관,공통,팝콘,"콜라, 오징어, 나쵸","혼자, 영화, 집, 편안, 행복, 힐링, 여유, 주말",간식/음료 조합,[AI 증강]
시험기간 꿀조합,GS25,커피,"초콜릿, 에너지바, 견과류","시험, 밤샘, 졸림, 집중, 간절, 노력, 합격, 불안",간식/음료 조합,[AI 증강]
혼자만의 럭셔리,세븐일레븐,와인,"치즈, 올리브, 크래커","혼자, 고급, 분위기, 힐링, 만족, 사치, 여유, 선물",술안주/야식,[AI 증강]
늦은 밤 야식의 유혹,CU,라면,"김치, 계란, 삼각김밥","밤, 야식, 죄책, 행복, 유혹, 포기, 후회, 만족",라면/분식 조합,[AI 증강]
기분전환 달콤함,공통,아이스크림,"젤리, 사탕, 초콜릿","기분, 변화, 행복, 달콤, 전환, 위로, 즐거움, 힐링",간식/음료 조합,[AI 증강]
혼자 즐기는 파티,GS25,맥주,"감자칩, 팝콘, 치킨","혼자, 파티, 자유, 맥주, 즐거움, 휴식, 주말, 행복",술안주/야식,[AI 증강]
퇴근 후 힐링,세븐일레븐,수제맥주,"육포, 치즈, 견과류","퇴근, 힐링, 여유, 휴식, 위로, 행복, 만족, 보상",술안주/야식,[AI 증강]
여행 필수품,CU,삼각김밥,"물, 과자, 커피","여행, 설렘, 간편, 이동, 추억, 행복, 자유, 즐거움",간식/음료 조합,[AI 증강]
간단하고 든든한 한 끼,공통,도시락,"김치, 국, 계란","바쁨, 간편, 든든, 만족, 에너지, 건강, 채움, 행복",간식/음료 조합,[AI 증강]
색다른 라면의 변신,GS25,라면,"참치, 마요네즈, 치즈","라면, 변신, 실험, 재미, 궁금, 호기심, 의외, 맛있음",라면/분식 조합,[AI 증강]
캠핑의 밤,세븐일레븐,바베큐,"맥주, 소세지, 마시멜로우","캠핑, 밤, 불멍, 친구, 자연, 행복, 추억, 즐거움",술안주/야식,[AI 증강]
나만의 작은 카페,CU,커피,"케이크, 마카롱, 쿠키","혼자, 카페, 여유, 휴식, 힐링, 행복, 만족, 달콤",간식/음료 조합,[AI 증강]
월급날 FLEX 세트,GS25,수입맥주 (4캔),"육포, 나쵸, 수입 과자","월급날, 스트레스 해소, 퇴근 후, 혼술, 영화 감상, 맛있는 안주, 나를 위한 선물",술안주/야식,[AI 증강]
비 오는 날 파전 세트,CU,부침가루,"막걸리, 김치, 계란","비 오는 날, 집에서, 파전, 막걸리, 꿀조합, 따뜻함, 여유, 힐링",간편조리,[AI 증강]
야근 극복 세트,세븐일레븐,에너지 드링크,"핫식스, 커피, 초콜릿, 견과류","야근, 졸음, 집중력 향상, 밤샘, 피곤, 당 충전, 정신력 강화, 고카페인",음료/간식,[AI 증강]
시험기간 벼락치기 세트,공통,아메리카노 (대용량),"젤리, 초콜릿바, 견과류, 물","시험기간, 벼락치기, 밤샘 공부, 집중력, 졸음 방지, 당 충전, 스트레스 해소, 카페인",음료/간식,[AI 증강]
캠핑 파이어 세트,공통,마시멜로우,"숯, 석쇠, 소시지, 고구마","캠핑, 불멍, 바베큐, 밤, 추억, 달콤함, 따뜻함, 친구들과, 가족과",간편조리,[AI 증강]
우울 극복 달콤 세트,CU,아이스크림 (벤앤제리스),"초콜릿, 마카롱, 달고나, 캐릭터 상품","우울, 기분 전환, 달콤함, 행복, 위로, 나를 위한 선물, 스트레스 해소, 귀여움",간식,[AI 증강]
혼밥 업그레이드 세트,GS25,도시락,"계란찜, 컵라면, 김치, 탄산음료","혼밥, 든든함, 가성비, 맛, 퀄리티, 간편함, 바쁜 날, 자취생",즉석식품,[AI 증강]
매운맛 챌린지 세트,세븐일레븐,불닭볶음면 (핵불닭),"쿨피스, 삼각김밥, 치즈, 단무지","매운맛, 도전, 스트레스 해소, 극한, 땀, 화끈함, 맛있게 매운, 중독",라면/분식 조합,[AI 증강]
눈 오는 날 낭만 세트,공통,핫초코,"호빵, 군고구마, 붕어빵, 따뜻한 우유","눈 오는 날, 따뜻함, 낭만, 겨울, 감성, 행복, 포근함, 추억",음료/간식,[AI 증강]
게임 폐인 풀세트,CU,에너지 드링크,"과자, 컵라면, 즉석밥, 닭강정","게임, 밤샘, 폐인, 집중, 에너지, 허기, 멈출 수 없어, 승리",간식/식사,[AI 증강]
출근길 에너지 충전 세트,GS25,샌드위치,"커피, 바나나, 에너지바, 견과류","출근길, 아침, 에너지, 활력, 건강, 간편함, 바쁜 아침, 상쾌함",간편식,[AI 증강]
영화관 따라잡기 세트,세븐일레븐,팝콘,"콜라, 나쵸, 오징어, 핫도그","영화, 집, 혼영, 넷플릭스, 주말, 편안함, 맛있는 간식, 꿀조합",간식,[AI 증강]
등산 후 꿀맛 세트,공통,막걸리,"두부김치, 파전, 도토리묵, 오이","등산, 운동, 땀, 갈증, 시원함, 휴식, 자연, 건강",술안주,[AI 증강]
늦은 밤 치팅데이 세트,CU,피자,"치킨, 햄버거, 콜라, 감자튀김","치팅데이, 야식, 칼로리 폭탄, 행복, 스트레스 해소, 죄책감, 맛있으면 0칼로리",즉석식품,[AI 증강]
혼술족 위한 가성비 세트,GS25,캔맥주 (4개),"쥐포, 땅콩, 김, 소시지","혼술, 퇴근 후, 저렴, 가성비, 간단, 편안함, TV 시청, 위로",술안주,[AI 증강]
숙취 해소 3종 세트,세븐일레븐,헛개차,"해장라면, 스포츠 음료, 계란","숙취, 괴로움, 해장, 속 쓰림, 갈증, 회복, 어제 기억 삭제, 제발",음료/식품,[AI 증강]
바다 보면서 힐링 세트,공통,새우깡,"탄산음료, 오징어 땅콩, 돗자리, 블루투스 스피커","바다, 여행, 힐링, 여유, 파도 소리, 행복, 추억, 사진",간식,[AI 증강]
매콤달콤 환상 조합,CU,떡볶이,"튀김, 순대, 쿨피스, 김말이","분식, 매콤, 달콤, 중독, 환상, 꿀조합, 친구, 수다",분식,[AI 증강]
심야 영화 감상 세트,GS25,나쵸,"맥주, 핫도그, 팝콘, 콜라","심야 영화, 혼영, 집, 편안, 자유, 밤, 어둠, 즐거움",간식,[AI 증강]
피크닉 필수템 세트,세븐일레븐,김밥,"라면, 샌드위치, 과일, 주스","피크닉, 소풍, 봄, 햇살, 행복, 맛, 즐거움, 추억",간편식,[AI 증강]
최애 드라마 정주행 세트,공통,닭발,"맥주, 주먹밥, 계란찜, 김","드라마, 정주행, 밤샘, 매운맛, 스트레스 해소, 꿀잼, 시간 순삭",안주,[AI 증강]
프로 혼술러 세트,CU,와인,"치즈, 크래커, 올리브, 살라미","혼술, 분위기, 고급, 우아, 와인, 힐링, 나만의 시간, 특별함",안주,[AI 증강]
입맛 없을 때 리프레시 세트,GS25,비빔면,"삼겹살, 열무김치, 참기름, 계란","입맛 없음, 여름, 매콤, 상큼, 식욕 자극, 꿀맛, 간편",식사,[AI 증강]
퇴근 후 꿀잠 예약 세트,세븐일레븐,따뜻한 우유,"꿀, 바나나, 견과류, 허브티","퇴근, 피곤, 꿀잠, 숙면, 안정, 편안, 릴렉스, 행복",음료/간식,[AI 증강]
크리스마스 홈파티 세트,공통,케이크,"와인, 샴페인, 쿠키, 초콜릿","크리스마스, 파티, 홈파티, 행복, 사랑, 축제, 따뜻함, 가족",파티,[AI 증강]
환절기 감기 예방 세트,CU,유자차,"꿀, 생강, 레몬, 비타민","환절기, 감기, 예방, 건강, 따뜻함, 면역력, 비타민, 활력",음료,[AI 증강]
미세먼지 OUT 세트,GS25,생수,"배, 도라지, 레몬, 마스크","미세먼지, 건강, 청결, 기관지, 상쾌함, 보호, 깨끗함, 안심",건강,[AI 증강]
새해 다짐 응원 세트,세븐일레븐,견과류,"단백질바, 닭가슴살, 물, 비타민","새해, 다짐, 운동, 건강, 목표, 응원, 성공, 자기계발",건강,[AI 증강]
퇴사 기념 해방 세트,공통,샴페인,"케이크, 풍선, 폭죽, 꽃다발","퇴사, 해방, 자유, 행복, 새로운 시작, 축하, 즐거움, 홀가분",파티,[AI 증강]
솔로 탈출 기원 세트,CU,커플 링 모양 사탕,"초콜릿, 장미, 향수, 영화 티켓","솔로, 탈출, 연애, 설렘, 기대, 행운, 용기, 응원",행운,[AI 증강]
뜻밖의 행운 기원 세트,GS25,로또,"복권, 행운 부적, 네잎클로버, 돼지 저금통","행운, 기대, 설렘, 희망, 대박, 기적, 로또, 일확천금",행운,[AI 증강]
ASMR 힐링 세트,세븐일레븐,톡톡캔디,"바삭한 과자, 얼음, 탄산수, 젤리","ASMR, 힐링, 스트레스 해소, 편안함, 즐거움, 소리, 집중, 휴식",간식,[AI 증강]
개강/개학 맞이 친구 소환 세트,공통,스파게티,"피자, 콜라, 감자튀김, 샐러드","개강, 친구, 모임, 파티, 맛, 즐거움, 수다, 설렘",파티,[AI 증강]
취업 성공 기원 세트,CU,합격엿,"커피, 에너지 드링크, 초콜릿, 볼펜","취업, 성공, 응원, 합격, 간절, 노력, 행운, 기대",응원,[AI 증강]
집들이 필수템 세트,GS25,휴지,"세제, 쓰레기 봉투, 방향제, 수세미","집들이, 선물, 센스, 실용, 청결, 정리, 깨끗함, 축하",선물,[AI 증강]
여행 출발 전 설렘 충전 세트,세븐일레븐,여행용 세트,"선크림, 마스크, 상비약, 간식","여행, 설렘, 준비, 안전, 편안, 즐거움, 추억, 기대",여행,[AI 증강]
비오는날 감성충전 세트,공통,우산,"따뜻한 음료, 책, 담요, 이어폰","비, 감성, 촉촉, 우울, 위로, 편안함, 분위기, 생각",감성,[AI 증강]
가을밤 독서 세트,CU,커피,"책, 담요, 스탠드, 쿠키","가을, 밤, 독서, 분위기, 차분, 지적, 감성, 여유",취미,[AI 증강]
새벽 감성 폭발 세트,GS25,라면,"김치, 햇반, 계란, 김","새벽, 감성, 야식, 고독, 허기, 위로, 따뜻함, 눈물",야식,[AI 증강]
퇴근 후 나만의 힐링,세븐일레븐,맥주,"스낵, 영화, 담요, 향초","퇴근, 힐링, 휴식, 자유, 편안, 보상, 위로, 행복",일상,[AI 증강]
만우절 장난 세트,공통,페이크 음식,"가짜 벌레, 장난감, 스티커, 몰래카메라","만우절, 장난, 재미, 웃음, 깜짝, 친구, 행복, 추억",이벤트,[AI 증강]
입대 전 마지막 만찬,CU,햄버거,"치킨, 피자, 라면, 과자","입대, 마지막, 만찬, 슬픔, 아쉬움, 각오, 씩씩함, 친구",특별,[AI 증강]
수능 대박 기원 찹쌀떡 세트,GS25,찹쌀떡,"엿, 초콜릿, 따뜻한 차, 응원 메시지 카드","수능, 시험, 합격, 응원, 격려, 행운, 간절함, 노력",특별,[AI 증강]
봄맞이 벚꽃놀이 세트,세븐일레븐,벚꽃맛 탄산,"주먹밥, 샌드위치, 돗자리, 물티슈","봄, 벚꽃, 피크닉, 설렘, 데이트, 사진, 행복, 추억",계절,[AI 증강]
무더위 탈출 아이스 세트,공통,아이스크림,"얼음컵, 탄산수, 아이스 커피, 부채","여름, 더위, 시원, 청량, 휴식, 에너지, 상쾌함, 행복",계절,[AI 증강]
실패는 성공의 어머니 세트,CU,자판기 커피,"달고나, 초코파이, 에너지바, 격려 편지","실패, 위로, 격려, 재도전, 긍정, 희망, 용기, 극복",일상,[AI 증강]
